IDPERSONA,FUENTE,TEXTO
67737,CAPACITACION,ACUICULTURA & AQUAEXPO
67737,CAPACITACION,CULTIVO DE CARACOLES
57204,CAPACITACION,CURSO DE ESPECIALIZACIÓN FUNDAMENTOS DE PROTECCIONES ELÉCTRICAS
97601,CAPACITACION,"PERFIL ADMINISTRATIVO POLITÉCNICO, PAP"
988,CAPACITACION,MÓDULO 7 DE INGLÉS
12394,CAPACITACION,SUELOS Y FERTILIZACION
648765,CAPACITACION,PROGRAMA DE REINDUCCION
988,CAPACITACION,INVESTIGACIÓN PARA LA CIENCIA Y EL DESARROLLO: METODOLOGÍA DE INVESTIGACIÓN Y METODOLOGÍA DE DESARROLLO
642330,CAPACITACION,AUDITOR INTERNO EN BUENAS PRACTICAS DE MANUFACTURA
651497,CAPACITACION,ÉTICA PÚBLICA
56959,CAPACITACION,CURSOS DE CAPACITACION TRIBUTARIA
56959,CAPACITACION,CLAVES PARA EL DEARROLLO DE UNA ECONOMIA
56959,CAPACITACION,EVALUACIÓN DE PROYECTOS CON APLICACIÓN EN EXCEL
56959,CAPACITACION,INTRODUCCIÓN AL MERCADO DE VALORES
56959,CAPACITACION,JUEGO BURSATIL
56959,CAPACITACION,PROGRAMA ACTUALIZACIÓN TRIBUTARIA
56959,CAPACITACION,SOCIAL MEDIA WEEK
3801,CAPACITACION,MEDICIÒN Y EVALUACIÒN DE APRENDIZAJE: USO DE RÙBRICAS
56796,CAPACITACION,TECNICAS DE LECTURA INTEGRAL Y SELECTIVA
649313,CAPACITACION,CONTROL Y ADMINISTRACIÓN DE BIENES PÚBLICOS
12394,CAPACITACION,"""¡PSST! A FLORECER... ¿COMO LAS PLANTAS ""SABEN"" CUANDO HACER FLORES?"
649313,CAPACITACION,INTRODUCCION AL SIX-SIGMA
649313,CAPACITACION,CONSOLIDACIÓN DE NEGOCIOS E INSTRUMENTOS FINANCIEROS
649313,CAPACITACION,PROGRAME SU MENTE PARA TRIUNFAR
12394,CAPACITACION,INTERPRETACIÓN DE ANALISIS DE SUELOS Y FOLIARES
649313,CAPACITACION,ACTUALIZACIÓN DE LEYES LABORALES Y DEL IESS
649313,CAPACITACION,SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA (LEY Y HERRAMIENTAS INFORMÁTICAS)
12394,CAPACITACION,THE GEMINIVIRIDAE
12394,CAPACITACION,CULTIVO DE TEJIDOS VEGETALES Y SU APLICACION
650954,CAPACITACION,CURSO-TALLER DE ENTRENAMIENTO FISICO Y FITNESS
649313,CAPACITACION,RELACIONES HUMANAS ORIENTADAS A BRINDAR UN BUEN SERVICIO AL USUARIO
649313,CAPACITACION,PRIMEROS AUXILIOS
12394,CAPACITACION,BIOLOGIA E IDENTIFICACION TAXONOMICA DE LEPIDOPTEROS DE IMPORTANCIA ECONOMICA
649313,CAPACITACION,TEAM BUILDING- EL ARTE DE TRABAJAR EN EQUIPO
649313,CAPACITACION,SISTEMA NACIONAL DE COMPRAS PÚBLICAS
649313,CAPACITACION,"ADMINISTRACIÓN POR PROCESOS PARA INSTITUCIONES PÚBLICAS: ESTANDARIZACIÓN, PLAN OPERATIVO ANUAL Y BALANCED SCORE CARD"
649313,CAPACITACION,I SEMANA DEL BUEN USO DEL EXTINTOR
649313,CAPACITACION,"HERRAMIENTAS PARA LA MEJORA CONTINUA:PROYECTOS DE MEJORA, GESTIÓN DE NO CONFORMIDADES, ACCIONES PREVENTIVAS Y CORRECTIVAS"
649313,CAPACITACION,TRIBUTACIÓN
649313,CAPACITACION,AUDITORIA
649313,CAPACITACION,CONTABILIDAD
649313,CAPACITACION,FINANZAS
642330,CAPACITACION,AUDITOR HACCP
650954,CAPACITACION,MEDICINA DEL DEPORTE
650954,CAPACITACION,SEGURIDAD INDUSTRIAL
650954,CAPACITACION,X CONGRESO INTERNACIONAL DE MEDICINA DEL DEPORTE
650954,CAPACITACION,NUTRICIÓN PARA ENTRENADORES
100801,CAPACITACION,PROGRAMA DE REINDUCCION
650954,CAPACITACION,DE LA TÁCTICA A LA PRACTICA
650954,CAPACITACION,ENTRENAMIENTO MILITAR
650954,CAPACITACION,CROSSFIT LEVEL 1
650954,CAPACITACION,CURACIONES BASICAS E INDUCCION A SUTURAS
650954,CAPACITACION,FITNESS Y CULTURISMO
639423,CAPACITACION,BASIC LINUX
650954,CAPACITACION,I CONGRESO INTRNACIONAL DE ESPECIALIDADES EN ENFERMERIA
639423,CAPACITACION,SECURITY DAY 2013
639423,CAPACITACION,III JORNADAS DE SOFTWARE
639423,CAPACITACION,CASA ABIERTA FIEC 2012
650954,CAPACITACION,"II CONGRESO INTERNACIONAL DE CIENCIAS DE LA SALUD, EN EMERGENCIAS E INNOVACION EN ENFERMERIA, GERONTOLOGIA Y PODOLOGIA"
650954,CAPACITACION,TÉCNICAS AVANZADAS DE MASAJE TERAPÉUTICO PARA LUMBALGIA
647308,CAPACITACION,CLINICA DE APRENDIZAJE Y DESARROLLO DE VOLEIBOL
651120,CAPACITACION,The 14th International Conference on Signal Image Technology & Internet based Systems (SITIS2018)
647308,CAPACITACION,VIII CONGRESO NACIONAL DE EDUCACION FISICA. DEPORTE Y RECREACION
647308,CAPACITACION,"CONGRESO INTERNACIONAL DE EDUCACION FISICA, DEPORTES Y RECREACION"
647308,CAPACITACION,"CAPACITACION SOBRE ACTIVIDAD FISICA COMUNITARIA ""POR LA VIDA"" Y SISTEMA NACIONAL DE RECREACION"
647308,CAPACITACION,CURSO CONTINENTAL DE ENTRENADORES NIVEL 1 DE VOLEI DE PLAYA
988,CAPACITACION,MÓDULO 8 DE INGLÉS
653858,CAPACITACION,"PERFIL ADMINISTRATIVO POLITÉCNICO, PAP"
3600,CAPACITACION,REUNIÓN DE VICERECTORES CINDA
3600,CAPACITACION,PROGRAMA DE FORMACIÓN EN GESTIÓN Y LIDERAZGO EN EDUCACIÓN SUPERIOR
4337,CAPACITACION,TERCER CONGRESO NACIONAL DE ELECTRICIDAD Y ENERGÍAS ALTERNATIVAS
4337,CAPACITACION,AUTOCAD 2D
4337,CAPACITACION,MECÁNICA ANALITICA
2390,CAPACITACION,CONTROL Y ADMINISTRACIÓN DE BIENES PÚBLICOS
2390,CAPACITACION,ESTRATEGIAS DE BUEN SERVICIO EN EL SECTOR PÚBLICO
2390,CAPACITACION,COMPRAS PUBLICAS-LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA
2390,CAPACITACION,SERVICIO AL CLIENTE
2390,CAPACITACION,ÉTICA PÚBLICA Y PARTICIPACIÓN CIUDADANA
2390,CAPACITACION,INDUCCIÓN AL SISTEMA DE GESTIÓN DE CALIDAD EN LA UNIDAD DE ADQUISICIONES Y SUMINISTROS
9693,CAPACITACION,SCOPUS AI
2390,CAPACITACION,SISTEMA INTEGRADO DE GESTIÓN FINANCIERA POR INTERNET
2390,CAPACITACION,LEY DE CONTRATACIÓN PÚBLICA
2390,CAPACITACION,SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA
2390,CAPACITACION,COMPRAS PUBLICAS
2390,CAPACITACION,AUDITOR INTERNO ISO 9001:2000
2390,CAPACITACION,CAPACITACIÓN EN ESTRATEGIAS DE MERCADEO Y NEGOCIOS EN INTERNET PARA PYMES
2390,CAPACITACION,HERRAMIENTA PARA LA TOMA DE DECISIONES GERENCIALES
2390,CAPACITACION,FINANZAS
2390,CAPACITACION,TRIBUTACIÓN
2390,CAPACITACION,CONTABILIDAD
1644,CAPACITACION,"PERFIL ADMINISTRATIVO POLITÉCNICO, PAP"
2390,CAPACITACION,DUC IN ALTUM
2390,CAPACITACION,Y LA VERDAD OS HARÁ LIBRES
2390,CAPACITACION,IMPUESTOS Y LAS BASES MORALES DEL CAPITALISMO DEMOCRATICO
2390,CAPACITACION,COMPETITIVIDAD CLAVE
2390,CAPACITACION,METODOLOGIAS PARTICIPATIVAS
2390,CAPACITACION,CON LA DOLARIZACIÓN AHORA SI EL SIGLO XX
2390,CAPACITACION,PYMES RESCATANDO LA ECONOMÍA DEL ECUADOR Y LAS AMERICAS
2390,CAPACITACION,INTERNET
2390,CAPACITACION,POWER POINT
2390,CAPACITACION,COMERCIO EXTERIOR
2390,CAPACITACION,SEGUNDO CICLO DE ACTUACIÓN PARA T.V.
2390,CAPACITACION,COMUNICACIÓN Y DOMINIO ESCÉNICO
2390,CAPACITACION,REDACCIÓN DE ARTICULOS DE OPINIÓN FASE II
2390,CAPACITACION,LEY ORGÁNICA DE SERVICIO PUBLICO Y SU REGLAMENTO
2390,CAPACITACION,ECUADOR COMPITE
95335,CAPACITACION,II CURSO INTERNACIONAL: MÉTODOS DE INVESTIGACIÓN Y CONSERVACIÓN DE PRIMATES NEOTROPICALES
644134,CAPACITACION,PROGRAMA DE REINDUCCION
655989,CAPACITACION,"USO DE IA COMO PROFESOR, ESTUDIANTE Y PROYECTO INTEGRADOR"
988,CAPACITACION,ANÁLISIS DE COSTOS PARA LA TOMA DE DECISIONES GERENCIALES
96491,CAPACITACION,I CONGRESO INTERNACIONAL DE PRODUCCIÓN ORGÁNICA Y I FERIA DE PRODUCTOS ORGÁNICOS
4736,CAPACITACION,INTRODUCCION AL ANALISIS MATEMATICO
3765,CAPACITACION,CONVERTING TECHNOLOGY TO WEALTH PROGRAM
3765,CAPACITACION,ADMINISTRACION DE PROYECTOS ESTRATEGICOS
1444,CAPACITACION,PROGRAMA DE REINDUCCION
639423,CAPACITACION,"PERFIL ADMINISTRATIVO POLITÉCNICO, PAP"
1168,CAPACITACION,EVALUACION DE LA PLANIFICAION Y DEL PRESUPUESTO EN EL SECTOR PUBLICO
8884,CAPACITACION,ENERGY AND SUSTAINABILITY 2015
98984,CAPACITACION,ÉTICA PÚBLICA
54744,CAPACITACION,IV OIL AND GAS INTERNATIONAL EXPO AND CONGRESS ECUADOR 2011
54845,CAPACITACION,AUDITOR INTERNO ISO 9001:2008
54744,CAPACITACION,INTRODUCCIÓN A LA CARTOGRAFÍA DIGITAL
54744,CAPACITACION,BÁSICO DE PROTECCIÓN RADIOLÓGICA EN FUENTES RADIACTIVAS
77528,CAPACITACION,XIX. CONGRESO DE QUIMICA NACIONAL
77528,CAPACITACION,FORMACION GPC WATERS BREEZE
77528,CAPACITACION,XX CONGRESO NACIONAL DE QUIMICA
77528,CAPACITACION,23 CONGRESO NACIONAL DE QUIMICA
77528,CAPACITACION,CAPACITACIÓN CLARUS 500 GAS CHROMATOGRAPH
77528,CAPACITACION,24 CONGRESO DE QUIMICA NACIONAL
77528,CAPACITACION,INTERCAMBIO DE INFORMACIÓN ENTRE EL CAMPO DE LA QUÍMICA Y EL DESARROLLO DE PROYECTOS Y TALLERES CONJUNTOS PARA PARTICIPAR EN LA INFORMACIÓN
7374,CAPACITACION,HISTORIA DEL ARTE
7374,CAPACITACION,UTILIZACION DEL PAQUETE ESTADISTICO ''SYSTAT''
7374,CAPACITACION,I ENCUENTRO NACIONAL DE INVESTIGADORES EN IMPACTOS BIOLOGICOS DE LOS EVENTOS ''EL NIÑO''
7374,CAPACITACION,DIFUSION CIENTIFA
7374,CAPACITACION,SEMINARIO INTERNACIONAL DE ACUICULTURA
3800,CAPACITACION,SEGUNDO SIMPOSIO INTERNACIONAL DE INGENIERÍAS EN CIENCIAS DE LA PRODUCCION
3800,CAPACITACION,PLASTICOS
3800,CAPACITACION,1RA JORNADA DE INGENIERÍA MECÁNICA
3800,CAPACITACION,PLASTICOS DE INGENIERÍA UTILIZADOS EN PIEZAS PRODUCIDAS POR MAQUINADO
3800,CAPACITACION,TERCER SIMPOSIO ING: LA INDUSTRIA EN MANOS DE EMPRENDEDORES
3800,CAPACITACION,III JORNADAS DE INVESTIGACION ESPOL CIENCIA 2004
3800,CAPACITACION,1ERA. FERIA ESPOL - VINCULO CON LA COMUNIDAD
3800,CAPACITACION,IV CONGRESO INTERNACIONAL DE FIBRAS NATURALES
3800,CAPACITACION,SISTEMAS DE GESTION AMBIENTAL ISO 14001:2004
3800,CAPACITACION,SISTEMAS DE GESTION DE CALIDAD ISO 9001:2000
1402,CAPACITACION,PRIMEROS AUXILIOS BASICOS
9654,CAPACITACION,MÉTODOS DE BIOTECNOLOGÍA UTILIZADOS EN LA AGRICULTURA
988,CAPACITACION,COMUNICACIÓN EFECTIVA Y ASERTIVA
6992,CAPACITACION,ENFOQUES ECOSSISTÉMICOS EM SAÚDE HUMANA
6992,CAPACITACION,XI EXPEDICION CIENTIFICA DEL ECUADOR A LA ANTARTIDA
6992,CAPACITACION,INTEGRATED RESOURCE MANAGEMENT IN THE TROPICS
6992,CAPACITACION,INNOVACIÓN DEL CONOCIMIENTO EN LA INTERFAZ CIENCIA-POLITICA
6992,CAPACITACION,INTEGRACION DEL CONOCIMIENTO EN LA INTERFAZ CIENCIA-POLITICA
102449,CAPACITACION,GERENCIA DEL TALENTO HUMANO Y PSICOMETRÍA PARA LA SELECCIÓN
1176,CAPACITACION,SEMIRARIO DE DESARROLLO DE NUEVOS PRODUCTOS
39413,CAPACITACION,INTERNATIONAL MARKETING PROGRAM
39413,CAPACITACION,BLACKBOARD LEARN DOCENTE
39413,CAPACITACION,GESTIÓN DEL CONOCIMIENTO Y TOMA DE DECISIONES
39413,CAPACITACION,REDACCIÓN CIENTÍFICA E INVESTIGACIÓN
39413,CAPACITACION,METODOLOGÍA DE LA INVESTIGACIÓN
39413,CAPACITACION,EDUCACIÓN SUPERIOR CIENCIA TEGNOLOGIA Y SOCIEDAD
39413,CAPACITACION,INCENTIVO Y DESARROLLO DE PROCESOS DE INVESTIGACIÓN
9654,CAPACITACION,TECNICAS MODERNAS PARA LA PRODUCCIÓN INTENSIVA DE HORTALIZAS DE EXPORTACION
9654,CAPACITACION,ECOLOGÍA DESARROLLO Y MEDIO AMBIENTE
9654,CAPACITACION,CONTROL BIOLOGICO
9693,CAPACITACION,QUESTION PRO: ENCUESTAS QUE GENERAN IMPACTO
9654,CAPACITACION,IV CONGRESO INTERAMERICANO Y II CONGRESO ECUATORIANO DE MICROSCOPIA ELECTRONICA
9654,CAPACITACION,EROSION Y METODOS DE CONTROL DE PERDIDAS DE SUELO
9654,CAPACITACION,AGROTECNIA EN PLNATACIONES DE UVA
9654,CAPACITACION,LOS SUELOS DE LA PENINSULA DE SANTA ELENA
9654,CAPACITACION,LOS PROYECTOS COMO INSTRUMENTO CLAVES DEL DESARROLLO AGROPECUARIO
9654,CAPACITACION,PRODUCCION INTENSIVA DE HORTALIZAS CON ENFASIS EN CULTIVOS BAJO CUBIERTA
9654,CAPACITACION,CONSIDERACIONES AMBIENTALES EN LOS PROYECTOS DE INVESTIGACION AGROPECUARIO
9654,CAPACITACION,INVESTIGACION PARA LA CIENCIA Y EL DESARROLLO METODOLOGIA DE INVESTIGACION Y METODOLOGIA DE DESARROLLO
9654,CAPACITACION,LOS NUEVOS RETOS PARA EL MERCADO EUROPEO: EL PROTOCOLO EUREP GAP
9654,CAPACITACION,TECNOLOGIAS DE IMPACTO EN LA PRODUCCION DE BANANO Y PLATANO
9654,CAPACITACION,"II CONGRESO NACIONAL DE INVESTIGACION, TECNOLOGIA E INNOVACION"
9654,CAPACITACION,MICROTECNIA VEGETAL
9654,CAPACITACION,"BIOCOMBUSTIBLES, UNA OPCION PARA EL FUTURO"
9654,CAPACITACION,ESTRATEGIAS DE ENSEÑANZA Y APRENDIZAJE
38858,CAPACITACION,COMUNICACIÓN ORGANIZACIONAL
9654,CAPACITACION,"SISTEMA DE INFORMACION GEOGRAFICA (SIG) EN INGENIERIAS, MODULO BASICO"
9654,CAPACITACION,BIOINFORMATICA
9654,CAPACITACION,CAPACITACION HABILITACION UNVERSITARIA
38858,CAPACITACION,PUBLICACIONES DIGITALES CON INDESIGN
38858,CAPACITACION,CORRECIÓN PROFESIONAL DEL COLOR CON DAN MARGULIS
38858,CAPACITACION,DIRECCIÓN DE ARTE - SET DESIGN
38858,CAPACITACION,MICROSOFT CERTIFIED APPLICATIONS SPECIALIST
38858,CAPACITACION,PHOTOSHOP RODEO
38858,CAPACITACION,REFLEXIÓN SOBRE LA TAREA DOCENTE UNIVERSITARIA
38858,CAPACITACION,INNOVACIÓN Y EMPRENDIMIENTO PARA DOCENTES
59794,CAPACITACION,FORMANDO LIDERES PARA LA TRANSFORMACION
59794,CAPACITACION,DIRECCION DE ARTE - SET DESIGN
59794,CAPACITACION,BRANDING A COLORES
59794,CAPACITACION,BRANDBOOK
59794,CAPACITACION,CONGRESO DE BRANDING E IDENTIDAD CORPORATIVA EN SUS MARCAS
59794,CAPACITACION,2DO CONGRESO EN SUS MARCAS 2012
59794,CAPACITACION,"MARKETING SOCIAL, LOCAL Y MOVIL"
59794,CAPACITACION,NUEVAS HERRAMIENTAS DEL CS6 Y PDF VALIDOS PARA INDUSTRIA GRAFICA
59794,CAPACITACION,PENSAMIENTO CRITICO
59794,CAPACITACION,ANDRAGOGIA
635447,CAPACITACION,USO DE PROBIOTICOS EN EPOCA DE CRISIS
59794,CAPACITACION,APA
59794,CAPACITACION,ESTRATEGIAS Y 15 RECURSOS PARA TRABAJAR CON UNIVERSITARIOS
59794,CAPACITACION,LA MÚSICA Y LA ILUSTRACIÓN EN LA PRODUCCION DE EBOOKS INTERACTIVOS
59794,CAPACITACION,DISEÑO DE PROYECTOS MEDIANTE LA METODOLOGÍA DE MARCO LOGICO
59794,CAPACITACION,CAMPUS PARTY QUITO
59794,CAPACITACION,INVESTIGACIÓN ACADEMICA
59794,CAPACITACION,MANEJO DE AULAS VIRTUALES CON PLATAFORMA EDUCATIVA MOODLE-UDLA
1728,CAPACITACION,ELEMENTOS BÁSICOS DEL FUNCIONAMIENTO Y MANTENIMIENTO DEL COMPUTADOR PERSONAL
2701,CAPACITACION,X CONGRESO IBEROAMERICANO DE INGENIERIA MECANICA
2701,CAPACITACION,"I CONGRESO BINACIONAL SOBRE INVESTIGACION, CIENCIA Y TECNOLOGIA"
2701,CAPACITACION,III CONGRESO DE ENERGIA GEOTERMICA EN LA EDIFICACION Y LA INDUSTRIA
2701,CAPACITACION,TERCER CONGRESO ARGENTINO DE INGENIERÍA MECANICA
2701,CAPACITACION,XI CONGRESO IBEROAMERICANO DE INGENIERIA MECANICA
2701,CAPACITACION,PRIMER CONGRESO INTERNACIONAL Y EXPO CIENTIFICA
2701,CAPACITACION,III ENCUENTRO DE ESTUDIANTES ECUATORIANOS EN EUROPA
2701,CAPACITACION,EFICIENCIA ENERGETICA
2701,CAPACITACION,"INNOPOLIS ""CONOCIMIENTO ES LIBERTAD"""
53888,CAPACITACION,SEMINARIO DE ENERGIA GEOTERMICAS
53888,CAPACITACION,ANALISIS GEOESTADISTICO
53888,CAPACITACION,"1ER SEMINARIO TALLER INTERNACIONAL SOBRE PATRIMONIO GEOLOGICO, MINERO Y METALURGICO"
53888,CAPACITACION,LA TELEDETECCION Y EL MANEJO DE INFORMACION: GENERACION DE CARTOGRAFIA BASICA
53888,CAPACITACION,INFRAESTRUCTURA DE DATOS GEOESPACIALES
53888,CAPACITACION,PATRIMONIO GEOLOGICO Y MINERO
53888,CAPACITACION,AUTOCAD BASICO - INTERMEDIO (2D)
635447,CAPACITACION,CICLO DE CONFERENCIAS SOBRE MANEJO AMBIENTAL
655989,CAPACITACION,PRINCIPIOS DEL ALMACENAMIENTO GEOLÓGICO DE CO2
635447,CAPACITACION,II ENCUENTRO INTERNACIONAL DE ACUICULTURA
635447,CAPACITACION,PERSPECTIVAS DE MANEJO Y EXPLOTACION COMERCIAL DE CARACOLES EN LA PROVINCIA DEL ORO
635447,CAPACITACION,I CONGRESO BINACIONAL DE EDUCACIÓN AMBIENTAL
635447,CAPACITACION,CALIDAD DE SUELOS Y AGUA
635447,CAPACITACION,INMUNOESTIMULANTES Y PROBIOTICOS
635447,CAPACITACION,EXPERIENCIAS DE MANEJO DEL CANGREJO AZUL EN CAUTIVERIO
635447,CAPACITACION,"XI CONGRESO ECUATORIANO & AQUAEXPO, AQUA 2009"
635447,CAPACITACION,PRIMER SEMINARIO INTERNACIONAL DE CONSERVACION DE ESPECIES QUE HABITAN EN EL ECOSISTEMA MANGLAR
67720,CAPACITACION,I CONGRESO IBEROAMERICANO VIRTUAL
635447,CAPACITACION,"XII CONGRESO ECUATORIANO DE ACUICULTURA & AQUAEXPO, AQUA 2010"
635447,CAPACITACION,MICOORGANISMOS PARA LA ACUACULTURA
635447,CAPACITACION,XXXVI JORNADAS NACIONALES DE BIOLOGIA
635447,CAPACITACION,RELACIONES HUMANAS ORIENTADAS A BRINDAR UN BUEN SERVICIO AL USUARIO
14178,CAPACITACION,AUDITOR INTERNO ISO 9001:2008
14178,CAPACITACION,INVESTIGACIÓN BASADA EN DISEÑO
14178,CAPACITACION,ESTADÍSTICA BAYESIANA
14178,CAPACITACION,CONSULTORIA EN ESTADISTICA
14178,CAPACITACION,DECIMOCUARTAS JORNADAS EN ESTADÍSTICA E INFORMATICA
5573,CAPACITACION,PRIMER SIMPOSIO DE BIODIVERSIDAD MARINA Y COSTERA DE LATINOAMERICA Y EL CARIBE Y SEGUNDO SIMPOSIO DE BIODIVERSIDAD MARINA Y COSTERA DEL ECUADOR
5573,CAPACITACION,"ENTRENAMIENTO DEL MANEJO Y OPERACION DE EQUIPO ANALIZADOR DIRECTO DE MERCURIO, MARCA MILESTONE MODELOS DMA80"
96491,CAPACITACION,I CONGRESO INTERNACIONAL VIRTUAL SOBRE LAS TECNOLOGÍAS DEL APRENDIZAJE Y DEL CONOCIMIENTO (CIVTAC) 2018
5573,CAPACITACION,XVI EXPEDICION DEL ECUADOR A LA ANTARTIDA
5573,CAPACITACION,XV CONGRESO LATINOAMERICANO DE CIENCIAS DEL MAR
5573,CAPACITACION,ENTRENAMIENTO EN MANEJO Y OPERACIÓN DE EQUIPO DE ABSORCIÓN ATOMICA MARCA PERKIN ELMER MODELO AA400 MODO LLAMA Y HGA900 MODO HORNO DE GRAFITO
53860,CAPACITACION,CONTRATACION PUBLICA PARA OBRAS Y FISCALIZACION
5573,CAPACITACION,"ENTRENAMIENTO EN MANEJO Y OPERACIÓN DE EQUIPO DIGESTOR DE MICROONDAS MARCA MILESTONE MODELO STAR D, PARA DIGESTIÓN DE MUESTRAS DE AGUAS"
5573,CAPACITACION,EVALUACIÓN Y CONSERVACIÓN DE RECURSOS GENÉTICOS
5573,CAPACITACION,ENTRENAMIENTO DE METODOS ANALITICOS Y MANEJO DE EQUIPOS HACH
5573,CAPACITACION,XVIII EXPEDICION CIENTIFICA DEL ECUADOR A LA ANTARTIDA
9465,CAPACITACION,TALLER DE AUTORES PARA DOCENTES E INVESTIGADORES
40968,CAPACITACION,AFTER EFFECTS IN MOTION
40968,CAPACITACION,GEOMODELADO CON GOOGLE SKETCHUP
40968,CAPACITACION,PROPIEDAD INTELECTUAL
655989,CAPACITACION,SEMANA TÉCNICA SLB
40968,CAPACITACION,FOTOGRAFÍA DE VIAJES
40968,CAPACITACION,ANIMACIÓN 3-D
3792,CAPACITACION,OBJETOS DE APRENDIZAJE - LACLO 2006
53860,CAPACITACION,BID DAY SIMULATOR 2014
3792,CAPACITACION,USO DEL AMBIENTE DE APRENDIZAJE SIDWEB
67720,CAPACITACION,SEGURIDAD INDUSTRIAL EN EL TRABAJO
67720,CAPACITACION,GENÉTICA Y RESULTADOS DE CAMPO
67720,CAPACITACION,X CONGRESO ECUATORIANO DE ACUICULTURA AQUA 2008
67720,CAPACITACION,CRITERIOS BIOLÓGICOS SOBRE CALIDAD DE LARVAS
67720,CAPACITACION,MANEJO Y PROCESOS BACTERIANOS
59774,CAPACITACION,FOTOGRAFIA DIGITAL
67720,CAPACITACION,VIII CONGRESO ECUATORIANO DE ACUICULTURA
67720,CAPACITACION,III CONGRESO IBEROAMERICANO VIRTUAL DE ACUICULTURA
67720,CAPACITACION,VII CONGRESO ECUATORIANO DE ACUICULTURA
67720,CAPACITACION,REGLAMENTACIÓN EN EL USO DE DROGAS EN LA ACUICULTURA
2299,CAPACITACION,DISEÑO MICRO CURRICULAR
67720,CAPACITACION,II CRUCERO OCEANOGRAFICO INSULAR
67720,CAPACITACION,EXCEL APLICADO A LAS CIENCIAS
67720,CAPACITACION,"WINDOWS 95, WORD 2000 Y POWER POINT 2000"
651206,CAPACITACION,EL CULTIVO DEL CACAO
67720,CAPACITACION,MEJORAMIENTO GENÉTICO Y SU APLICACIÓN EN LA PRODUCCION DEL PROGRAMA DE CAPACITACION DE ACUACULTURA
54845,CAPACITACION,AUDITOR INTERNO OHSAS 18001:2007 & SISTEMA SASST
651206,CAPACITACION,"EFECTO DE NIVELES CRECIENTES DE NITROGENO, FOSFORO Y POTASIO MAS MICROELEMENTOS EN LA PRODUCCION DE MARACUYA"
651206,CAPACITACION,CURSO DE INSEMINACION ARTIFICIAL EN BOVINOS
651206,CAPACITACION,"MANEJO DE CULTIVOS DE CICLO CORTO Y SU RELACION CON EL MERCADO, CERTIFICACION Y SUPERVISION DE PRODUCTOS ORGANICOS"
651206,CAPACITACION,FORMULACION Y ELABORACION DE DIETAS BALANCEADAS PARA AVES Y CERDOS
651206,CAPACITACION,NUEVAS ALTERNATIVAS AGROPECUARIAS EN EL ECUADOR. EL CULTIVO DE LA CHIA EN EL ECUADOR Y EL BUFALO EN SU TIERRA PROMETIDA
67720,CAPACITACION,ECOLOGÍA ANTÁRTICA Y EVOLUCIÓN: HERRAMIENTAS MOLECULARES
53860,CAPACITACION,PELIGRO SISMICO Y REHABILITACION SISMO RESISTENTE
54577,CAPACITACION,CURRENT CHALLENGES IN BIOREACTORS FOR TISSUE ENGINEERING
54577,CAPACITACION,PAPER WRITING
54577,CAPACITACION,TALLER SOBRE BIOLOGÍA E IDENTIFICACIÓN TAXONÓMICA DE LEPIDÓPTEROS DE IMPORTANCIA ECONOMICA
53355,CAPACITACION,SISTEMAS DE VOZ SOBRE IP CON ASTERIK: MODULO I
53355,CAPACITACION,SISTEMAS DE VOZ SOBRE IP CON ASTERIK: MODULO II
53355,CAPACITACION,I ESCUELA LATINOAMERICANA DE GINGA
53355,CAPACITACION,SEGURIDADES INFORMÁTICAS EN LINUX
53355,CAPACITACION,ADMINISTRADOR AVANZADO DE SISTEMAS LINUX
53355,CAPACITACION,TECHDAY GUAYAQUIL
2567,CAPACITACION,LA PROPIEDAD INTELECTUAL COMO HERRAMIENTA PARA EL DESARROLLO
2567,CAPACITACION,ESTRATEGIAS DE BUEN SERVICIO EN EL SECTOR PUBLICO
2567,CAPACITACION,PORTAFOLIO DEL DOCENTE Y DEL CURSO
2567,CAPACITACION,SYMFONY (PHP WEB FRAMEWORK)
2567,CAPACITACION,MULTIMEDIA APLICADA A LOS APRENDIZAJE
2567,CAPACITACION,CALIBRACIÓN DE CÁMARAS PARA APLICACIONES DE VISIÓN POR ORDENADOR
648623,CAPACITACION,DL-205 INTRODUCCIÓN AL SISTEMA DE LA UPOV DE PROTECCIÓN DE LAS VARIEDADES VEGETALES EN VIRTUD DEL CONVENIO DE LA UPOV
2299,CAPACITACION,"APLICACION DE AGRICULTURA ORGANICA EN CULTIVOS; PARTICULARMENTE, BANANO, CAFE Y PALMA AFRICANA"
90113,CAPACITACION,Diplomado en E-learning
3802,CAPACITACION,PROGRAMA DE REINDUCCION
2299,CAPACITACION,EL USO DE PRODUCTOS HORMONALES DE CRECIMIENTO EN LOS PROCESOS DE FLORACION Y FRUCTIFICACION DE FRUTALES
2299,CAPACITACION,"SELECCION DE HIBRIDOS DE CACAO PRODUCTIVOS, TOLERANTES A ENFERMEDADES Y CON SABOR ARRIBA"
2299,CAPACITACION,"II CONGRESO NACIONAL DE INVESTIGACION, TECNOLOGIA E INNOVACION & JORNADAS ESPOLCIENCIA 2006"
